# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	17159
#@/user_id	e20759ef-d2df-41e6-b751-89c12cbdc2a3
a 	啊	c=0 d=0.1 t=14294
zhe liang ju 	這兩句	c=3 d=1.13399 t=9836
zhe liang zhong 	這兩種	c=1 d=0.292293 t=17159
zhe me 	這麼	c=1 d=1 t=11353
zhe me duo 	這麼多	c=2 d=1 t=13227
zhe qi zhong 	這其中	c=1 d=0.0131675 t=17159
zhe san ge 	這三個	c=1 d=1 t=9373
zhe shi 	這是	c=65 d=0.0135322 t=17159
zhe tiao 	這條	c=1 d=1 t=7776
zhe xie 	這些	c=11 d=0.119265 t=17159
zhe yang 	這樣	c=38 d=0.0248311 t=17159
zhe you 	這又	c=0 d=0.1 t=1979
zhe you shi 	這又是	c=2 d=1 t=13089
zhe zhang 	這張	c=1 d=1 t=1713
zhe zhong 	這種	c=23 d=0.134676 t=17159
zhen 	幀	c=0 d=0.0491644 t=17159
zhen de 	真的	c=1 d=1 t=13216
zhen duan 	診斷	c=1 d=1 t=16199
zhen dui 	針對	c=7 d=1.98487 t=17159
zheng 	正	c=4 d=1.00086 t=13215
zheng ce 	政策	c=1 d=1 t=14084
zheng chang 	正常	c=6 d=0.782705 t=17159
zheng duan 	整段	c=2 d=1 t=16198
zheng fu 	政府	c=2 d=1.99005 t=13601
zheng ge 	整個	c=9 d=1.45158 t=16437
zheng hao 	正好	c=1 d=1 t=12358
zheng ji 	徵集	c=0 d=0.1 t=7768
zheng li 	整理	c=1 d=0.752014 t=17159
zheng que 	正確	c=10 d=1 t=8869
zheng shi 	正式	c=1 d=0.0672055 t=17159
zheng shu 	正數	c=1 d=1 t=2559
zheng ti 	整體	c=3 d=1.00005 t=16088
zheng xia fang 	正下方	c=1 d=1 t=9304
zheng zai 	正在	c=1 d=1 t=12131
zhi 	之	c=2 d=1.99005 t=15701
zhi 	值	c=31 d=1.55405 t=17067
zhi 	指	c=4 d=1 t=14424
zhi 	紙	c=0 d=0.1 t=1761
zhi 	至	c=1 d=1 t=3778
zhi biao 	指標	c=15 d=1.00089 t=17112
zhi chi 	支持	c=13 d=0.00345037 t=17159
zhi chin 	值chin 	c=1 d=1 t=14276
zhi chu 	指出	c=2 d=1.00304 t=11994
zhi dao 	知道	c=8 d=1.00001 t=15207
zhi de shi 	指的是	c=1 d=1 t=8297
zhi dian 	指點	c=1 d=1 t=7457
zhi ding 	指定	c=15 d=1.39064 t=15513
zhi fei ji 	紙飛機	c=1 d=1 t=1762
zhi guan zhong yao 	至關重要	c=1 d=1 t=13544
zhi hou 	之後	c=6 d=1 t=14927
zhi hou 	滯後	c=1 d=1 t=7757
zhi jia 	支架	c=2 d=1.07136 t=14022
zhi jian 	之間	c=6 d=1.00366 t=15789
zhi jie 	直接	c=18 d=1.28431 t=17159
zhi kan 	只看	c=0 d=0.1 t=10690
zhi kan jian 	只看見	c=1 d=1 t=10691
zhi lei 	之類	c=2 d=1 t=16510
zhi lie 	之列	c=1 d=1 t=5409
zhi nei 	之內	c=3 d=1 t=16509
zhi neng 	只能	c=7 d=0.00591656 t=17159
zhi neng 	智能	c=8 d=1.00156 t=14723
zhi qian 	之前	c=8 d=0.666977 t=17159
zhi ren 	之人	c=0 d=0.1 t=7844
zhi shao 	至少	c=1 d=1 t=3244
zhi shi 	只是	c=13 d=1.05042 t=17159
zhi shi 	知識	c=1 d=1 t=1863
zhi xia 	之下	c=1 d=0.0335406 t=17159
zhi xiang 	指向	c=6 d=1.03598 t=13056
zhi xing 	執行	c=18 d=0.00104368 t=17159
zhi xing wen jian 	執行文件	c=1 d=1 t=4684
zhi xu yao 	只需要	c=4 d=0.00245409 t=17159
zhi yao 	只要	c=5 d=0.0125881 t=17159
zhi ye 	職業	c=1 d=1 t=14101
zhi yi 	之一	c=1 d=1 t=14337
zhi you 	只有	c=5 d=1.65705 t=13516
zhi zai 	只在	c=1 d=1 t=10101
zhi zhen 	指針	c=4 d=0.0186856 t=17159
zhi zuo 	製作	c=4 d=0.00211225 t=17159
zhong 	中	c=393 d=3.7087 t=17159
zhong 	種	c=1 d=0.283654 t=17159
zhong dian 	重點	c=2 d=1 t=8425
zhong duan 	終端	c=22 d=1.3298 t=17151
zhong guo 	中國	c=13 d=2.27277 t=13822
zhong jian 	中鍵	c=4 d=1.99006 t=9408
zhong jian 	中間	c=1 d=1 t=9409
zhong wen 	中文	c=18 d=0.932394 t=17159
zhong xin 	中心	c=3 d=1.00174 t=6868
zhong yao 	重要	c=3 d=1 t=14125
zhong yo 	中喲	c=1 d=1 t=5066
zhong zhou xian 	中軸線	c=1 d=1 t=5477
zhou li bo 	周立波	c=1 d=1 t=15132
zhou qi 	週期	c=1 d=1 t=2844
zhu bi 	逐筆	c=1 d=1 t=2638
zhu dong 	主動	c=1 d=0.0699482 t=17159
zhu fa 	竹筏	c=1 d=0.0254765 t=17159
zhu gan 	主幹	c=2 d=1.93239 t=14555
zhu hang 	逐行	c=1 d=1 t=12937
zhu ji 	主機	c=4 d=1.00009 t=5947
zhu ji 	逐級	c=1 d=1 t=11087
zhu shi 	註釋	c=7 d=4.1229 t=12678
zhu ti 	主題	c=7 d=2.7644 t=9726
zhu ti 	主體	c=3 d=1.00245 t=10594
zhu wen jian 	主文件	c=1 d=1 t=6974
zhu yao 	主要	c=9 d=1.00002 t=16863
zhu yao shi 	主要是	c=1 d=1 t=14577
zhu yi 	注意	c=2 d=1 t=4861
zhu zhong 	注重	c=1 d=1 t=10576
zhuan 	轉	c=3 d=0.794534 t=17159
zhuan fa 	轉發	c=1 d=0.0270518 t=17159
zhuan fa gei 	轉發給	c=1 d=0.0256042 t=17159
zhuan hua 	轉化	c=25 d=1.00076 t=17109
zhuan hua wei 	轉化爲	c=9 d=1.25821 t=10778
zhuan huan 	轉換	c=6 d=0.103312 t=17159
zhuan huan wei 	轉換爲	c=1 d=1 t=12555
zhuan men 	專門	c=4 d=0.008396 t=17159
zhuan wei 	轉爲	c=1 d=1 t=7434
zhuan yi 	轉移	c=1 d=1 t=12867
zhuan yong 	專用	c=1 d=1 t=9249
zhuang kuang 	狀況	c=2 d=1.00098 t=12476
zhuang shi 	裝飾	c=0 d=0.1 t=3326
zhuang shi qi 	裝飾器	c=2 d=1.00002 t=5524
zhuang tai 	狀態	c=11 d=0.914005 t=17159
zhuang tai lan 	狀態欄	c=2 d=1.12619 t=9851
zhui dan 	追單	c=1 d=1 t=1898
zhun bei 	準備	c=5 d=1.99161 t=15301
zhun bei hao 	準備好	c=2 d=1.17907 t=15044
zhun que 	準確	c=2 d=1 t=14530
zhun que lv 	準確率	c=1 d=1 t=14585
zhuo mian 	桌面	c=3 d=1 t=17158
zi 	子	c=1 d=1 t=5302
zi 	字	c=1 d=1 t=5303
zi ce 	自測	c=3 d=2.68354 t=3466
zi chan 	資產	c=1 d=1 t=15673
zi dian 	字典	c=6 d=2.87658 t=13113
zi ding yi 	自定義	c=10 d=0.932394 t=17159
zi dong 	自動	c=28 d=0.020361 t=17159
zi dong hua 	自動化	c=12 d=3.57781 t=14586
zi duan 	字段	c=10 d=1.38769 t=12262
zi fu 	字符	c=1 d=1 t=16721
zi fu chuan 	字符串	c=19 d=1.00015 t=16556
zi ji 	自己	c=6 d=0.165299 t=17159
zi ji he 	子集合	c=1 d=1 t=9297
zi jia 	自家	c=1 d=1 t=13493
zi jin 	資金	c=1 d=0.0753961 t=17159
zi jin qu xian 	資金曲線	c=1 d=1 t=2548
zi liao 	資料	c=7 d=0.162246 t=17159
zi mu 	字母	c=3 d=0.0642483 t=17159
zi shi ying 	自適應	c=1 d=1 t=16454
zi shu 	字數	c=3 d=0.00127476 t=17159
zi ti 	字體	c=5 d=0.0666878 t=17159
zi xi 	仔細	c=0 d=0.1 t=6992
zi xi lag 	仔細lag 	c=2 d=1 t=13055
zi xun 	諮詢	c=1 d=1 t=1389
zi yong 	自用	c=2 d=1.99501 t=9166
zi yuan 	資源	c=3 d=1.00001 t=9903
zong he 	綜合	c=27 d=0.91926 t=17159
zong he wen dang 	綜合文檔	c=1 d=1 t=13495
zong jie 	總結	c=7 d=0.071719 t=17159
zong shi 	總是	c=5 d=0.0102037 t=17159
zong xiang 	縱向	c=1 d=1 t=12970
zong zhi 	總之	c=1 d=1 t=13540
zong zhou 	縱軸	c=2 d=1.75578 t=15870
zou shi 	走勢	c=2 d=1.95123 t=8962
zu 	組	c=3 d=2.81425 t=16041
zu cheng 	組成	c=2 d=1.00883 t=12340
zu he 	組合	c=3 d=1.00004 t=13146
zu jian 	組件	c=2 d=1 t=14644
zu jian zhu 	組建築	c=1 d=1 t=8545
zu yue 	租約	c=1 d=1 t=5037
zu zhi 	組織	c=2 d=1 t=13597
zu zhi 	阻止	c=2 d=1 t=13595
zui 	最	c=2 d=1.14227 t=14614
zui da 	最大	c=2 d=1 t=13268
zui da hua 	最大化	c=3 d=2.12361 t=16439
zui da hui che 	最大回撤	c=1 d=1 t=2563
zui di jia 	最低價	c=1 d=1 t=7047
zui duo 	最多	c=1 d=1 t=5170
zui gao jia 	最高價	c=1 d=1 t=7046
zui hou 	最後	c=1 d=1 t=14360
zui jia 	最佳	c=1 d=1 t=16528
zui xiao 	最小	c=1 d=0.126818 t=17159
zui xiao ban ben 	最小版本	c=1 d=1 t=14376
zui xin 	最新	c=2 d=0.00484407 t=17159
zui you 	最有	c=2 d=1 t=12076
zui you xiu 	最優秀	c=1 d=1 t=7917
zui zhong 	最終	c=6 d=0.625002 t=17159
zuo 	做	c=16 d=0.0282639 t=17159
zuo ce 	左側	c=1 d=1 t=9416
zuo dao 	做到	c=7 d=0.00221843 t=17159
zuo fa 	做法	c=1 d=1 t=10087
zuo shi 	做市	c=4 d=0.212402 t=17159
zuo shi shang 	做市商	c=1 d=1 t=10073
zuo wei 	作爲	c=12 d=1 t=17029
zuo yi ge 	做一個	c=1 d=0.00160441 t=17159
zuo yong 	作用	c=37 d=0.120459 t=17159
zuo yong yu 	作用域	c=3 d=0.482222 t=17159
zuo you 	左右	c=2 d=1 t=9439
